candidate	channel	decimal90	binary64
40	mission-health	-1.17776548221522215389540990023880033729711444954203268421862950283525495438883494766841270	-1.1777654822152221
40	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
40	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
40	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
40	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
40	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
41	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
41	mission-health	-1.17779916106428004512026775553992466615287910219843904139303226874331442421825381917474030	-1.17779916106428
41	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
41	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
41	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
41	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
42	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
42	mission-health	-1.17784156096589241083303311255057737782063165452755071787974230042956347335441276189908900	-1.1778415609658923
42	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
42	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
42	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
42	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
43	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
43	mission-health	-1.17785489004305925467575478814344398811259351415291565522632460117902273024635430986722637	-1.1778548900430592
43	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
43	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
43	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
43	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
44	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
44	mission-health	-1.17789029259125381855256448379693987798959451399657828608089732572144280362640722908505248	-1.1778902925912538
44	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
44	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
44	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
44	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
45	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
45	mission-health	-1.17789029259125381855256448379693987798959451399657828608089732572144280362640722908505248	-1.1778902925912538
45	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
45	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
45	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
45	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
46	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
46	mission-health	-1.17791451231955135784773695977905610805630100329987325230278034931824487545090820821356898	-1.1779145123195514
46	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
46	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
46	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
46	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
47	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
47	mission-health	-1.17811114011247951937148548022129772713364009075782588585601300945213417283644847925538386	-1.1781111401124795
47	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
47	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
47	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
47	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
48	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
48	mission-health	-1.17821008492445564040054858775810779970278859818214304277216722468391375461983061855854555	-1.1782100849244557
48	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
48	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
48	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
48	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
49	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
49	mission-health	-1.17822466926488585498169881795661365355893689100638105565995107867011169449185970152232504	-1.178224669264886
49	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
49	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
49	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
49	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
50	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
50	mission-health	-1.17828672687670318900164376702899447256753890124411261639454433782636196548488902015034432	-1.1782867268767032
50	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
50	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
50	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
50	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
51	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
51	mission-health	-1.17829699938565055782942855936273322668431344317190347810847942973285115656876198978049329	-1.1782969993856505
51	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
51	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
51	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
51	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
52	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
52	mission-health	-1.17836023982219415826510035839054968207979132678757931022844265163971928741047590163611530	-1.1783602398221942
52	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
52	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
52	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
52	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
53	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
53	mission-health	-1.17837441287270812313796986545683067073412354765412865442162967456748819668320445439672006	-1.178374412872708
53	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
53	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
53	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
53	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
54	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
54	mission-health	-1.17847648326268340322934249670805207925662597287016436240611491419743003825600071644810664	-1.1784764832626835
54	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
54	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
54	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
54	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
55	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
55	mission-health	-1.17851986731426092922939035989808617433062237505580294743602981064449717830717608574064353	-1.178519867314261
55	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
55	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
55	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
55	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
56	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
56	mission-health	-1.17852967299708026102232436511874213733524175139409985303527739188981262377847171080959042	-1.1785296729970802
56	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
56	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
56	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
56	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
57	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
57	mission-health	-1.17858033818406907858226222148881623109998921638769777469989893032675495144300924531513144	-1.1785803381840692
57	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
57	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
57	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
57	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
58	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
58	mission-health	-1.17862086286122259192264578797490530871092392601003678483317553630426505061347829343982636	-1.1786208628612227
58	portfolio-pct	-1.38364655976496642489535073931818742750965110826170501296686755424806495964761725063658750	-1.3836465597649665
58	sorry-count-norm	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	stack-pct	-1.38364655973445829123329657874954947319042701646883615644862902057111362118729037038666720	-1.3836465597344583
58	support-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
58	ticks-firing-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	active-repo-ratio	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	annotation-health	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	attack-coverage	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	consulting-pct	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	coupling-density	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	depositing-signal	-1.38364655978937293182932086241790410960171649842156436449728620402694109978671934078634874	-1.383646559789373
59	loop-health	-1.38364061116992292656927244290735756453842954818865023879111257578521680263769649157075554	-1.3836406111699229
59	mathematics-pct	-1.38364655978327130509582833164297493907870015088159952661468154158222206475194381824890844	-1.3836465597832712
